# Program:featureCounts v2.0.3; Command:"featureCounts" "-g" "gene_id" "-a" "/content/GCF_000146045.2_R64_genomic.gtf" "-o" "output_featurecounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YNL210W	NC_001146.8	250931	251743	+	813	19	33	46	160
gene-YNL209W	NC_001146.8	252059	253900	+	1842	2526	5681	3117	9762
gene-YNL208W	NC_001146.8	254418	255017	+	600	15156	13843	360	1113
gene-YNL207W	NC_001146.8	255353	256630	+	1278	133	312	311	1046
gene-YNL206C	NC_001146.8	256788	258155	-	1368	241	356	80	377
gene-YNL204C	NC_001146.8	258375	259277	-	903	20	24	32	175
gene-YNL202W	NC_001146.8	259578	260456	+	879	3364	678	69	129
gene-YNL201C	NC_001146.8	260627	263203	-	2577	239	189	416	1115
gene-YNL200C	NC_001146.8	263713	264453	-	741	3170	1817	49	76
gene-YNL199C	NC_001146.8	264926	266530	-	1605	466	516	251	722
gene-YNL197C	NC_001146.8	267608	269593	-	1986	238	520	119	324
gene-YNL196C	NC_001146.8	270275	271171	-	897	214	141	6	7
gene-YNL195C	NC_001146.8	271523	272308	-	786	6702	1314	66	57
gene-YNL194C	NC_001146.8	272710	273615	-	906	7239	5950	73	165
gene-YNL193W	NC_001146.8	274368	276044	+	1677	578	297	85	318
gene-YNL192W	NC_001146.8	276502	279897	+	3396	5328	3011	145	410
gene-YNL191W	NC_001146.8	280432	281505	+	1074	112	83	316	937
gene-YNL190W	NC_001146.8	282395	283009	+	615	2353	1711	477	1801
gene-YNL189W	NC_001146.8	284260	285888	+	1629	1315	1714	271	1356
gene-YNL188W	NC_001146.8	286308	287609	+	1302	35	39	23	108
gene-YNL187W	NC_001146.8	287994	289067	+	1074	108	74	45	94
gene-YNL186W	NC_001146.8	289498	291876	+	2379	503	385	796	2354
gene-YNL185C	NC_001146.8	292193	292669	-	477	63	156	32	106
gene-YNL184C	NC_001146.8	292557	292883	-	327	5	16	6	10
gene-YNL183C	NC_001146.8	293137	295509	-	2373	251	366	71	238
gene-YNL182C	NC_001146.8	295960	297627	-	1668	32	58	421	1259
gene-YNL181W	NC_001146.8	298335	299558	+	1224	239	676	43	164
gene-YNL180C	NC_001146.8	299654	300649	-	996	1042	638	236	759
gene-YNL178W	NC_001146.8	302680	303402	+	723	2831	6380	6112	21847
gene-YNL177C	NC_001146.8	303686	304615	-	930	351	903	95	373
gene-YNL176C	NC_001146.8	305070	306980	-	1911	762	658	146	432
gene-YNL175C	NC_001146.8	307401	308612	-	1212	78	176	605	1879
gene-YNL173C	NC_001146.8	308957	310057	-	1101	3024	2651	34	108
gene-YNL172W	NC_001146.8	310636	315882	+	5247	164	190	37	137
gene-YNL169C	NC_001146.8	316169	317671	-	1503	267	1013	36	136
gene-YNL168C	NC_001146.8	318030	318809	-	780	1182	1448	44	149
gene-YNL167C	NC_001146.8	319416	321359	-	1944	192	336	37	131
gene-YNL166C	NC_001146.8	322219	323565	-	1347	22	53	112	399
gene-YNL165W	NC_001146.8	323832	325052	+	1221	105	139	42	173
gene-YNL164C	NC_001146.8	325265	326320	-	1056	96	61	89	360
gene-YNL163C	NC_001146.8	326741	330073	-	3333	221	289	387	1093
gene-YNL162W-A	NC_001146.8	330329	330547	+	219	40	28	104	275
gene-YNL162W	NC_001146.8;NC_001146.8	331322;331838	331325;332154	+;+	321	316	925	1072	4819
gene-YNL161W	NC_001146.8	332597	334867	+	2271	445	568	166	575
gene-YNL160W	NC_001146.8	336545	337609	+	1065	17706	22677	371	1772
gene-YNL159C	NC_001146.8	338478	339347	-	870	673	506	44	185
gene-YNL158W	NC_001146.8	339612	340208	+	597	303	257	45	215
gene-YNL157W	NC_001146.8	340352	340858	+	507	3133	2847	188	709
gene-YNL156C	NC_001146.8	341069	341968	-	900	1359	1208	135	487
gene-YNL155W	NC_001146.8	342516	343340	+	825	50	162	58	188
gene-YNL154C	NC_001146.8	343636	345276	-	1641	582	878	328	1182
gene-YNL153C	NC_001146.8	345669	346058	-	390	38	110	223	871
gene-YNL152W	NC_001146.8	346313	347542	+	1230	36	70	70	235
gene-YNL151C	NC_001146.8	347766	348521	-	756	410	450	151	582
gene-YNL149C	NC_001146.8	349367	349756	-	390	641	728	166	679
gene-YNL148C	NC_001146.8	349907	350671	-	765	73	114	5	37
gene-YNL147W	NC_001146.8;NC_001146.8	350940;351054	350957;351383	+;+	348	180	270	107	309
gene-YNL146C-A	NC_001146.8	351386	351580	-	195	7	1	1	1
gene-YNL146W	NC_001146.8	351715	352017	+	303	21	14	1	16
gene-YNL145W	NC_001146.8	352414	352530	+	117	8	5	0	3
gene-YNL144C	NC_001146.8	352820	355042	-	2223	1473	1380	60	96
gene-YNL143C	NC_001146.8	356794	357186	-	393	34	26	15	46
gene-YNL142W	NC_001146.8	357453	358952	+	1500	151	339	41	133
gene-YNL141W	NC_001146.8	359596	360639	+	1044	58	167	2002	5959
gene-YNL140C	NC_001146.8	360917	361486	-	570	0	1	0	2
gene-YNL139C	NC_001146.8	360924	365717	-	4794	807	703	76	237
gene-YNL138W-A	NC_001146.8;NC_001146.8	366033;366158	366035;366412	+;+	258	208	238	15	67
gene-YNL138W	NC_001146.8	366741	368321	+	1581	1329	2404	42	253
gene-YNL137C	NC_001146.8	368595	370055	-	1461	251	752	74	329
gene-YNL136W	NC_001146.8	370368	371645	+	1278	1998	1253	87	339
gene-YNL135C	NC_001146.8	371882	372226	-	345	5363	7094	283	1176
gene-YNL134C	NC_001146.8	372451	373581	-	1131	2198	2907	74	264
gene-YNL133C	NC_001146.8	374171	374692	-	522	552	365	81	197
gene-YNCN0006W	NC_001146.8;NC_001146.8	374869;374924	374905;374959	+;+	73	0	0	1	0
gene-YNL132W	NC_001146.8	375321	378491	+	3171	58	214	479	1539
gene-YNL131W	NC_001146.8	378767	379225	+	459	853	1605	88	426
gene-YNL130C	NC_001146.8;NC_001146.8	379558;380782	380689;380831	-;-	1182	1383	1892	40	185
gene-YNL130C-A	NC_001146.8	381245	381391	-	147	32	33	0	3
gene-YNL129W	NC_001146.8	381480	382202	+	723	126	143	13	34
gene-YNL128W	NC_001146.8	382359	383663	+	1305	21	39	7	22
gene-YNL127W	NC_001146.8	383987	386848	+	2862	587	825	44	147
gene-YNL126W	NC_001146.8	387227	389767	+	2541	67	105	7	46
gene-YNL125C	NC_001146.8	390146	392167	-	2022	642	618	189	554
gene-YNL124W	NC_001146.8	392892	394370	+	1479	44	113	542	1583
gene-YNL123W	NC_001146.8	394685	397678	+	2994	73	126	426	1177
gene-YNL122C	NC_001146.8	398023	398370	-	348	143	270	9	73
gene-YNL121C	NC_001146.8	398684	400537	-	1854	1650	2539	227	881
gene-YNL119W	NC_001146.8	401040	402521	+	1482	119	103	205	772
gene-YNL118C	NC_001146.8	402652	405564	-	2913	1392	1937	188	772
gene-YNL117W	NC_001146.8	406358	408022	+	1665	16866	36109	141	767
gene-YNL116W	NC_001146.8	408341	409909	+	1569	678	422	103	373
gene-YNL115C	NC_001146.8	410119	412053	-	1935	3909	1266	57	103
gene-YNL113W	NC_001146.8	412771	413199	+	429	138	131	625	2300
gene-YNL112W	NC_001146.8;NC_001146.8	413639;415914	414911;416281	+;+	1641	54	171	3653	11166
gene-YNL111C	NC_001146.8	416940	417302	-	363	151	687	223	1448
gene-YNL110C	NC_001146.8	417826	418488	-	663	119	202	745	2762
gene-YNL108C	NC_001146.8	419014	419826	-	813	89	153	119	562
gene-YNL107W	NC_001146.8	420098	420778	+	681	105	208	106	394
gene-YNL106C	NC_001146.8	420944	424495	-	3552	47	94	44	129
gene-YNL104C	NC_001146.8	424895	426754	-	1860	1962	2295	545	1338
gene-YNL103W	NC_001146.8	427735	429753	+	2019	899	463	248	776
gene-YNL102W	NC_001146.8	430087	434493	+	4407	48	344	15	53
gene-YNL101W	NC_001146.8	434999	437140	+	2142	2802	1782	201	678
gene-YNL100W	NC_001146.8	437613	438317	+	705	1355	2361	67	335
gene-YNL099C	NC_001146.8	438567	439283	-	717	234	259	76	306
gene-YNL098C	NC_001146.8	439602	440570	-	969	796	1658	122	476
gene-YNL097C-B	NC_001146.8	440797	440919	-	123	5	6	1	11
gene-YNL097C	NC_001146.8	441366	442358	-	993	483	682	36	169
gene-YNCN0007W	NC_001146.8;NC_001146.8	443006;443076	443043;443119	+;+	82	0	0	0	3
gene-YNL096C	NC_001146.8;NC_001146.8	443398;444172	443826;444315	-;-	573	923	1895	1991	7368
gene-YNL095C	NC_001146.8	444912	446840	-	1929	79	99	81	214
gene-YNL094W	NC_001146.8	447611	449374	+	1764	767	631	112	427
gene-YNL093W	NC_001146.8	449868	450530	+	663	1778	994	19	83
gene-YNL092W	NC_001146.8	450871	452073	+	1203	325	181	14	35
gene-YNL091W	NC_001146.8	452408	456130	+	3723	3335	2390	267	822
gene-YNL090W	NC_001146.8	456565	457143	+	579	176	279	21	115
gene-YNL088W	NC_001146.8	457704	461990	+	4287	759	957	50	139
gene-YNL087W	NC_001146.8	462411	465947	+	3537	186	283	149	424
gene-YNL086W	NC_001146.8	466334	466642	+	309	94	102	24	33
gene-YNL085W	NC_001146.8	467131	469623	+	2493	651	818	158	625
gene-YNL084C	NC_001146.8	470053	471102	-	1050	890	1408	77	352
gene-YNL083W	NC_001146.8	471377	472861	+	1485	211	379	83	293
gene-YNL082W	NC_001146.8	473391	476012	+	2622	83	222	4	45
gene-YNL081C	NC_001146.8	476188	476619	-	432	387	659	71	246
gene-YNL080C	NC_001146.8	476932	478032	-	1101	281	186	135	435
gene-YNL079C	NC_001146.8	478566	479165	-	600	2685	5092	337	1644
gene-YNL078W	NC_001146.8	479768	480991	+	1224	240	358	29	104
gene-YNL077W	NC_001146.8	481391	482977	+	1587	5775	7674	85	286
gene-YNL076W	NC_001146.8	483556	485310	+	1755	426	533	164	497
gene-YNL075W	NC_001146.8	485607	486479	+	873	87	78	485	1829
gene-YNL074C	NC_001146.8	486766	488124	-	1359	1052	1140	194	602
gene-YNL073W	NC_001146.8	488386	490116	+	1731	177	262	18	149
gene-YNL072W	NC_001146.8	490317	491240	+	924	116	88	22	77
gene-YNL071W	NC_001146.8	491523	492971	+	1449	11315	9225	293	1077
gene-YNL070W	NC_001146.8	493366	493548	+	183	371	468	57	209
gene-YNL069C	NC_001146.8;NC_001146.8	493956;494974	494524;495001	-;-	597	771	2589	3415	13126
gene-YNL068C	NC_001146.8	495701	498289	-	2589	234	242	161	459
gene-YNL067W-B	NC_001146.8	499417	499557	+	141	0	0	0	1
gene-YNL067W	NC_001146.8	499681	500256	+	576	1339	3091	2148	8523
gene-YNL066W	NC_001146.8	501515	502777	+	1263	195	230	146	470
gene-YNL065W	NC_001146.8	503724	505484	+	1761	32	31	1600	3864
gene-YNL064C	NC_001146.8	505868	507097	-	1230	2251	3177	1360	4470
gene-YNL063W	NC_001146.8	507758	508702	+	945	159	244	49	198
gene-YNL062C	NC_001146.8	508776	510212	-	1437	140	313	387	1362
gene-YNL061W	NC_001146.8	510540	512396	+	1857	606	1017	1347	4503
gene-YNL059C	NC_001146.8	512668	514935	-	2268	287	506	83	387
gene-YNL058C	NC_001146.8	515763	516713	-	951	239	431	24	108
gene-YNL056W	NC_001146.8	517249	517842	+	594	472	532	91	340
gene-YNL055C	NC_001146.8	517994	518845	-	852	24063	23036	340	1072
gene-YNCN0008C	NC_001146.8	519099	519169	-	71	0	0	0	0
gene-YNL054W-A	NC_001146.8	519456	520778	+	1323	0	0	0	0
gene-YNL054W-B	NC_001146.8	519456	524706	+	5251	2	2	1	3
gene-YNL054W	NC_001146.8	526086	529583	+	3498	374	477	95	261
gene-YNL053W	NC_001146.8	529942	531411	+	1470	210	236	126	366
gene-YNL052W	NC_001146.8	531725	532186	+	462	10195	9398	291	1009
gene-YNL051W	NC_001146.8	532659	533870	+	1212	200	336	23	143
gene-YNL050C	NC_001146.8;NC_001146.8	534079;534966	534874;534982	-;-	813	331	428	230	841
gene-YNL049C	NC_001146.8	535281	537911	-	2631	139	232	67	286
gene-YNL048W	NC_001146.8	538173	539819	+	1647	178	279	102	376
gene-YNL047C	NC_001146.8	539911	541881	-	1971	110	117	48	165
gene-YNL046W	NC_001146.8	542304	542822	+	519	332	245	11	68
gene-YNL045W	NC_001146.8	542963	544978	+	2016	1302	1230	56	304
gene-YNL044W	NC_001146.8;NC_001146.8	545268;545371	545291;545877	+;+	531	1384	2096	141	511
gene-YNCN0009W	NC_001146.8;NC_001146.8	547094;547161	547129;547196	+;+	72	0	0	0	0
gene-YNL042W-B	NC_001146.8	547113	547370	+	258	21	6	1	3
gene-YNL042W	NC_001146.8	548100	549290	+	1191	426	223	53	248
gene-YNL041C	NC_001146.8	549468	551987	-	2520	230	292	45	206
gene-YNL040W	NC_001146.8	553380	554750	+	1371	451	582	46	173
gene-YNL039W	NC_001146.8	555048	556832	+	1785	323	479	104	432
gene-YNL038W	NC_001146.8;NC_001146.8	557020;557685	557610;557783	+;+	690	116	142	69	249
gene-YNL037C	NC_001146.8	557920	559002	-	1083	2358	6605	40	307
gene-YNL036W	NC_001146.8	559814	560479	+	666	2663	2781	119	486
gene-YNCN0010C	NC_001146.8	560693	560765	-	73	0	0	0	0
gene-YNCN0011W	NC_001146.8;NC_001146.8	568115;568182	568150;568217	+;+	72	0	0	0	0
gene-YNL035C	NC_001146.8	568522	569691	-	1170	116	222	56	210
gene-YNCN0012C	NC_001146.8	569867	569940	-	74	0	0	0	1
gene-YNL034W	NC_001146.8	570477	572315	+	1839	29	12	1	4
gene-YNL033W	NC_001146.8	572999	573853	+	855	10	8	1	1
gene-YNL032W	NC_001146.8	574506	575351	+	846	171	253	73	255
gene-YNL031C	NC_001146.8	575640	576050	-	411	5869	12431	231	3208
gene-YNL030W	NC_001146.8	576727	577038	+	312	691	5977	154	1554
gene-YNL029C	NC_001146.8	577205	578773	-	1569	63	99	94	373
gene-YNL027W	NC_001146.8	579580	581616	+	2037	657	472	89	239
gene-YNL026W	NC_001146.8	581920	583374	+	1455	500	792	19	106
gene-YNL025C	NC_001146.8	584320	585291	-	972	110	135	25	77
gene-YNCN0013W	NC_001146.8	585587	585926	+	340	100	69	2	12
gene-YNCN0014W	NC_001146.8	586090	586175	+	86	46	31	2	10
gene-YNL024C-A	NC_001146.8	586602	586820	-	219	321	325	124	374
gene-YNL024C	NC_001146.8	587107	587847	-	741	16	11	9	34
gene-YNL023C	NC_001146.8	588263	591160	-	2898	157	178	232	701
gene-YNL022C	NC_001146.8	591427	592899	-	1473	123	261	130	392
gene-YNL021W	NC_001146.8	593227	595347	+	2121	54	166	110	284
gene-YNL020C	NC_001146.8	595623	597539	-	1917	1055	336	70	241
gene-YNL019C	NC_001146.8	598376	599230	-	855	54	18	0	3
gene-YNL018C	NC_001146.8	599936	601774	-	1839	51	16	1	0
gene-YNCN0015W	NC_001146.8	602312	602385	+	74	0	0	0	0
gene-YNL016W	NC_001146.8	602907	604268	+	1362	538	1416	284	826
gene-YNL015W	NC_001146.8	605384	605611	+	228	9701	10589	135	378
gene-YNL014W	NC_001146.8	606319	609453	+	3135	5000	550	35	93
gene-YNL012W	NC_001146.8;NC_001146.8	609686;609875	609790;611665	+;+	1896	148	136	10	44
gene-YNL011C	NC_001146.8	611836	613170	-	1335	68	115	26	112
gene-YNL010W	NC_001146.8	613635	614360	+	726	865	1615	359	1136
gene-YNL009W	NC_001146.8	614821	616083	+	1263	1943	709	32	59
gene-YNL008C	NC_001146.8	616211	618241	-	2031	492	469	43	221
gene-YNL007C	NC_001146.8	618507	619565	-	1059	3881	9423	129	738
gene-YNL006W	NC_001146.8	620067	620978	+	912	1501	3382	75	335
gene-YNL005C	NC_001146.8	621313	622428	-	1116	693	1491	156	511
gene-YNL004W	NC_001146.8;NC_001146.8	622915;623287	622944;624621	+;+	1365	1037	1517	367	1134
gene-YNL003C	NC_001146.8	624975	625829	-	855	218	362	38	179
gene-YNL002C	NC_001146.8	626174	627142	-	969	621	938	1413	4810
gene-YNL001W	NC_001146.8	627456	628616	+	1161	272	340	304	901
gene-YNR001C	NC_001146.8	629622	631061	-	1440	15826	16373	173	478
gene-YNCN0016C	NC_001146.8	631846	631917	-	72	2	2	0	0
gene-YNCN0017W	NC_001146.8	632599	632672	+	74	0	0	0	0
gene-YNR002C	NC_001146.8	633008	633856	-	849	2600	1172	37	55
gene-YNR003C	NC_001146.8	634344	635297	-	954	169	262	235	833
gene-YNR004W	NC_001146.8	635943	636383	+	441	82	85	65	200
gene-YNR006W	NC_001146.8	636986	638854	+	1869	1338	1454	132	374
gene-YNR007C	NC_001146.8	639182	640114	-	933	1335	1140	42	102
gene-YNR008W	NC_001146.8	640396	642381	+	1986	147	216	64	221
gene-YNR009W	NC_001146.8	642690	643439	+	750	22	51	5	15
gene-YNR010W	NC_001146.8	643744	644193	+	450	471	647	28	139
gene-YNR011C	NC_001146.8	644320	646950	-	2631	192	292	121	366
gene-YNR012W	NC_001146.8	647432	648937	+	1506	81	137	296	858
gene-YNR013C	NC_001146.8	649028	651712	-	2685	338	389	198	782
gene-YNR014W	NC_001146.8	652465	653103	+	639	7	20	11	38
gene-YNR015W	NC_001146.8	653387	654541	+	1155	212	277	201	606
gene-YNR016C	NC_001146.8	654673	661374	-	6702	8298	11385	134	448
gene-YNR017W	NC_001146.8	662913	663581	+	669	251	539	187	680
gene-YNR018W	NC_001146.8	664270	664944	+	675	1155	1665	586	1930
gene-YNR019W	NC_001146.8	665339	667267	+	1929	1233	1160	110	372
gene-YNR020C	NC_001146.8	667410	668222	-	813	16	52	60	226
gene-YNR021W	NC_001146.8	668377	669591	+	1215	480	968	251	1101
gene-YNR022C	NC_001146.8	669774	670193	-	420	325	646	22	140
gene-YNR023W	NC_001146.8	670418	672118	+	1701	206	322	79	317
gene-YNR024W	NC_001146.8	672409	672969	+	561	661	392	172	558
gene-YNR026C	NC_001146.8	673274	674689	-	1416	48	117	156	546
gene-YNR027W	NC_001146.8	674923	675876	+	954	27	68	116	509
gene-YNR028W	NC_001146.8	676177	677103	+	927	363	497	110	377
gene-YNR029C	NC_001146.8	677199	678488	-	1290	281	337	153	473
gene-YNR030W	NC_001146.8	678799	680454	+	1656	69	184	28	156
gene-YNR031C	NC_001146.8	680694	685433	-	4740	587	647	76	194
gene-YNR032W	NC_001146.8	686010	687116	+	1107	117	185	30	157
gene-YNR032C-A	NC_001146.8	687243	687464	-	222	337	258	26	89
gene-YNR033W	NC_001146.8	687635	689998	+	2364	103	297	26	129
gene-YNR034W	NC_001146.8	690321	691286	+	966	847	764	114	388
gene-YNR034W-A	NC_001146.8	692561	692857	+	297	21101	31026	334	1223
gene-YNR035C	NC_001146.8	693019	694047	-	1029	2358	3220	190	753
gene-YNR036C	NC_001146.8	694361	694822	-	462	600	1726	86	343
gene-YNR037C	NC_001146.8	695052	695327	-	276	155	346	32	164
gene-YNR038W	NC_001146.8	695595	697484	+	1890	89	179	207	759
gene-YNR039C	NC_001146.8	697614	699431	-	1818	209	148	196	610
gene-YNR040W	NC_001146.8	699690	700460	+	771	25	133	16	104
gene-YNR041C	NC_001146.8	700541	701659	-	1119	69	146	16	94
gene-YNR043W	NC_001146.8	701895	703085	+	1191	364	1183	57	346
gene-YNR044W	NC_001146.8	703699	705876	+	2178	29	39	4	38
gene-YNR045W	NC_001146.8	706139	707608	+	1470	191	552	11	89
gene-YNR046W	NC_001146.8	707788	708195	+	408	157	137	233	950
gene-YNR047W	NC_001146.8	708523	711204	+	2682	1340	1521	80	323
gene-YNR048W	NC_001146.8	711630	712811	+	1182	134	170	50	176
gene-YNR049C	NC_001146.8	713023	713655	-	633	195	221	55	270
gene-YNR050C	NC_001146.8	714048	715388	-	1341	274	508	35	228
gene-YNCN0018W	NC_001146.8	716120	716284	+	165	9	23	1	3
gene-YNR051C	NC_001146.8	716780	718327	-	1548	700	529	361	1041
gene-YNR052C	NC_001146.8	719346	720647	-	1302	280	259	226	806
gene-YNR053C	NC_001146.8;NC_001146.8	721120;722303	721770;723112	-;-	1461	156	208	880	2619
gene-YNCN0019C	NC_001146.8	721938	722211	-	274	9	17	1	13
gene-YNR054C	NC_001146.8	723356	724306	-	951	73	112	337	1190
gene-YNCN0020C	NC_001146.8	726134	726217	-	84	0	0	0	0
gene-YNR055C	NC_001146.8	728426	730186	-	1761	446	415	295	885
gene-YNR056C	NC_001146.8	731618	733303	-	1686	40	56	36	110
gene-YNR057C	NC_001146.8	733356	734069	-	714	61	79	18	53
gene-YNR058W	NC_001146.8	734291	735733	+	1443	23	31	13	52
gene-YNR059W	NC_001146.8	736803	738545	+	1743	589	470	46	151
gene-YNR060W	NC_001146.8	739951	742110	+	2160	96	50	1532	3498
gene-YNR061C	NC_001146.8	742881	743540	-	660	67	143	72	370
gene-YNR062C	NC_001146.8	744360	745343	-	984	13	8	16	64
gene-YNR063W	NC_001146.8	746943	748766	+	1824	75	41	15	57
gene-YNR064C	NC_001146.8	749136	750008	-	873	119	56	4	35
gene-YNR065C	NC_001146.8	750350	753700	-	3351	64	153	10	57
gene-YNR066C	NC_001146.8	753725	755035	-	1311	47	110	3	14
gene-YNR067C	NC_001146.8	755746	759099	-	3354	276	303	3	28
gene-YNR068C	NC_001146.8	760067	760885	-	819	139	113	6	22
gene-YNR069C	NC_001146.8	761123	762592	-	1470	242	284	6	40
gene-YNR070W	NC_001146.8	765375	769376	+	4002	204	190	3	25
gene-YNR071C	NC_001146.8	770440	771468	-	1029	3	5	0	1
gene-YNR072W	NC_001146.8	772657	774351	+	1695	11	9	1	3
gene-YNR073C	NC_001146.8	774792	776300	-	1509	43	41	1	1
gene-YNR074C	NC_001146.8	777602	778738	-	1137	62	64	9	22
gene-YNR075W	NC_001146.8	779916	781040	+	1125	226	250	17	57
gene-YNR075C-A	NC_001146.8	781511	781603	-	93	0	1	0	0
gene-YNR076W	NC_001146.8	781918	782280	+	363	0	0	0	0
gene-YNR077C	NC_001146.8	783287	783541	-	255	0	0	0	0
gene-YOL166W-A	NC_001147.6	585	740	+	156	0	0	0	0
gene-YOL165C	NC_001147.6	1647	2078	-	432	0	0	0	0
gene-YOL164W-A	NC_001147.6	4130	4312	+	183	0	0	0	0
gene-YOL164W	NC_001147.6	6175	8115	+	1941	0	0	0	0
gene-YOL163W	NC_001147.6	9597	10106	+	510	0	0	0	0
gene-YOL162W	NC_001147.6	10119	10766	+	648	0	0	0	0
gene-YOL161C	NC_001147.6	11549	11911	-	363	0	0	0	0
gene-YOL160W	NC_001147.6	14313	14654	+	342	5	3	2	3
gene-YOL159C-A	NC_001147.6	15233	15505	-	273	123	96	25	70
gene-YOL159C	NC_001147.6	17281	17796	-	516	256	193	9	46
gene-YOL158C	NC_001147.6	19491	21311	-	1821	381	425	62	166
gene-YOL157C	NC_001147.6	22525	24294	-	1770	73	88	0	5
gene-YOL156W	NC_001147.6	25273	26976	+	1704	25	13	2	2
gene-YOL155W-A	NC_001147.6	27084	27218	+	135	0	0	0	0
gene-YOL155C	NC_001147.6	28703	31606	-	2904	6591	6067	84	282
gene-YOL154W	NC_001147.6	34658	35407	+	750	169	121	16	69
gene-YOL152W	NC_001147.6	40748	42610	+	1863	113	324	185	666
gene-YOL151W	NC_001147.6	43694	44722	+	1029	665	384	5920	26198
gene-YOL149W	NC_001147.6	44938	45633	+	696	379	357	53	177
gene-YOL148C	NC_001147.6	45760	47574	-	1815	124	232	55	235
gene-YOL147C	NC_001147.6	47933	48643	-	711	6048	3855	82	219
gene-YOL146W	NC_001147.6	48864	49448	+	585	107	158	27	129
gene-YOL145C	NC_001147.6	49555	52788	-	3234	835	1050	256	770
gene-YOL144W	NC_001147.6	53098	54552	+	1455	189	223	225	810
gene-YOL143C	NC_001147.6	54595	55104	-	510	665	949	93	314
gene-YOL142W	NC_001147.6	55558	56280	+	723	174	205	198	741
gene-YOL141W	NC_001147.6	56452	58539	+	2088	39	47	25	105
gene-YOL140W	NC_001147.6	58759	60030	+	1272	125	324	292	913
gene-YOL139C	NC_001147.6	60383	61024	-	642	829	1635	1111	3994
gene-YOL138C	NC_001147.6	61325	65350	-	4026	455	337	77	276
gene-YOL137W	NC_001147.6	65621	67114	+	1494	59	87	86	392
gene-YOL136C	NC_001147.6	67561	68754	-	1194	64	82	756	2516
gene-YOL135C	NC_001147.6	69376	70044	-	669	152	213	81	251
gene-YOL133W	NC_001147.6	70325	70690	+	366	942	644	93	393
gene-YOL132W	NC_001147.6	71300	72715	+	1416	33	23	6	10
gene-YOL131W	NC_001147.6	73031	73357	+	327	26	11	3	4
gene-YOL130W	NC_001147.6	74400	76979	+	2580	1388	634	257	781
gene-YOL129W	NC_001147.6	77560	78114	+	555	1998	2010	93	388
gene-YOL128C	NC_001147.6	78352	79479	-	1128	72	63	127	462
gene-YOL127W	NC_001147.6;NC_001147.6	80348;80775	80360;81190	+;+	429	1624	4589	4842	18773
gene-YOL126C	NC_001147.6	81787	82920	-	1134	2049	6323	39	168
gene-YOL125W	NC_001147.6	83834	85264	+	1431	135	257	254	883
gene-YOL124C	NC_001147.6	85456	86757	-	1302	5	13	430	1165
gene-YOL123W	NC_001147.6	87844	89448	+	1605	582	653	47	371
gene-YOL122C	NC_001147.6	89692	91419	-	1728	333	424	68	267
gene-YOL121C	NC_001147.6;NC_001147.6	92026;92831	92440;92850	-;-	435	326	1082	1720	7086
gene-YOL120C	NC_001147.6;NC_001147.6	93395;94291	93843;94402	-;-	561	1030	3820	3995	15765
gene-YOL119C	NC_001147.6	94856	96361	-	1506	381	164	65	240
gene-YOL118C	NC_001147.6	96608	96916	-	309	36	34	7	15
gene-YOL117W	NC_001147.6	97551	99488	+	1938	516	559	15	76
gene-YOL116W	NC_001147.6	99809	100957	+	1149	176	280	57	169
gene-YOL115W	NC_001147.6	101475	103229	+	1755	169	167	199	741
gene-YOL114C	NC_001147.6	103317	103925	-	609	80	53	3	5
gene-YOL113W	NC_001147.6	104326	106293	+	1968	1159	598	18	67
gene-YOL112W	NC_001147.6	106710	108188	+	1479	148	207	32	146
gene-YOL111C	NC_001147.6	108258	108896	-	639	1361	1069	95	248
gene-YOL110W	NC_001147.6	109176	109889	+	714	576	484	18	63
gene-YOL109W	NC_001147.6	110297	110638	+	342	8178	11245	876	3300
gene-YNCO0001C	NC_001147.6	110962	111033	-	72	0	0	0	0
gene-YOL108C	NC_001147.6	111431	111886	-	456	1463	1429	42	150
gene-YOL107W	NC_001147.6	112102	113130	+	1029	79	66	2	26
gene-YNCO0002W	NC_001147.6	113802	113874	+	73	0	0	0	0
gene-YOL105C	NC_001147.6	114138	115808	-	1671	93	63	85	296
gene-YOL104C	NC_001147.6	116396	117454	-	1059	2	2	4	15
gene-YOL103W-A	NC_001147.6	118000	119322	+	1323	0	0	0	0
gene-YOL103W-B	NC_001147.6	118000	123268	+	5269	0	0	0	0
gene-YOL103W	NC_001147.6	124001	125830	+	1830	136	293	140	528
gene-YOL102C	NC_001147.6	125997	126689	-	693	230	319	24	114
gene-YOL101C	NC_001147.6	126982	127920	-	939	650	249	11	28
gene-YOL100W	NC_001147.6	129237	132482	+	3246	1389	674	186	457
gene-YOL098C	NC_001147.6	132725	135838	-	3114	384	641	180	545
gene-YNCO0003C	NC_001147.6	136088	136183	-	96	4	7	2	6
gene-YOL097W-A	NC_001147.6	136220	136405	+	186	12	11	2	14
gene-YOL097C	NC_001147.6	136527	137825	-	1299	130	360	511	1615
gene-YOL096C	NC_001147.6	138107	139045	-	939	137	318	8	44
gene-YOL095C	NC_001147.6	139227	141347	-	2121	37	38	36	121
gene-YOL094C	NC_001147.6	141584	142555	-	972	46	92	108	267
gene-YOL093W	NC_001147.6	142815	143696	+	882	95	285	115	355
